"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","37050","Calculation Testing | Scenario=S8 | Mode=RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:56:03 IST 2025","broken","Thu Sep 25 12:56:40 IST 2025","TestCalculations","Calculation_test","",""
"","16888","Calculation Testing | Scenario=S8 | Mode=BHIM UPI QR | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:53:50 IST 2025","passed","Thu Sep 25 12:54:07 IST 2025","TestCalculations","Calculation_test","",""
"","18255","Calculation Testing | Scenario=S10 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:30:35 IST 2025","passed","Thu Sep 25 13:30:53 IST 2025","TestCalculations","Calculation_test","",""
"","19475","Calculation Testing | Scenario=S13 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:33:07 IST 2025","passed","Thu Sep 25 14:33:27 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17482","Calculation Testing | Scenario=S4 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:06:36 IST 2025","passed","Thu Sep 25 11:06:54 IST 2025","TestCalculations","Calculation_test","",""
"","18170","Calculation Testing | Scenario=S9 | Mode=Cash | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:04:25 IST 2025","passed","Thu Sep 25 13:04:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16982","Calculation Testing | Scenario=S2 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:39:48 IST 2025","passed","Thu Sep 25 10:40:05 IST 2025","TestCalculations","Calculation_test","",""
"","16371","Calculation Testing | Scenario=S13 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:47:03 IST 2025","passed","Thu Sep 25 14:47:19 IST 2025","TestCalculations","Calculation_test","",""
"","48204","Calculation Testing | Scenario=S17 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:15:23 IST 2025","broken","Thu Sep 25 17:16:11 IST 2025","TestCalculations","Calculation_test","",""
"","18530","Calculation Testing | Scenario=S6 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:22:31 IST 2025","passed","Thu Sep 25 12:22:50 IST 2025","TestCalculations","Calculation_test","",""
"","44269","Calculation Testing | Scenario=S18 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:20:00 IST 2025","broken","Thu Sep 25 17:20:44 IST 2025","TestCalculations","Calculation_test","",""
"","18127","Calculation Testing | Scenario=S12 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:30:44 IST 2025","passed","Thu Sep 25 14:31:02 IST 2025","TestCalculations","Calculation_test","",""
"","36339","Calculation Testing | Scenario=S12 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:30:02 IST 2025","broken","Thu Sep 25 14:30:38 IST 2025","TestCalculations","Calculation_test","",""
"","18275","Calculation Testing | Scenario=S7 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:36:13 IST 2025","passed","Thu Sep 25 12:36:32 IST 2025","TestCalculations","Calculation_test","",""
"","16735","Calculation Testing | Scenario=S8 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:59:49 IST 2025","passed","Thu Sep 25 13:00:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17067","Calculation Testing | Scenario=S2 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:40:35 IST 2025","passed","Thu Sep 25 10:40:52 IST 2025","TestCalculations","Calculation_test","",""
"","1672229","Calculation Testing | Scenario=S12 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:50:45 IST 2025","passed","Thu Sep 25 14:18:37 IST 2025","TestCalculations","Calculation_test","",""
"","16621","Calculation Testing | Scenario=S11 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:35:27 IST 2025","passed","Thu Sep 25 13:35:43 IST 2025","TestCalculations","Calculation_test","",""
"","19822","Calculation Testing | Scenario=S13 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:34:46 IST 2025","passed","Thu Sep 25 14:35:06 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17555","Calculation Testing | Scenario=S3 | Mode=Wallet | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:56:22 IST 2025","passed","Thu Sep 25 10:56:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17115","Calculation Testing | Scenario=S2 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:39:01 IST 2025","passed","Thu Sep 25 10:39:18 IST 2025","TestCalculations","Calculation_test","",""
"","24082","Calculation Testing | Scenario=S15 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:12:19 IST 2025","passed","Thu Sep 25 15:12:43 IST 2025","TestCalculations","Calculation_test","",""
"","17500","Calculation Testing | Scenario=S9 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:04:50 IST 2025","passed","Thu Sep 25 13:05:07 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18495","Calculation Testing | Scenario=S1 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:20:59 IST 2025","passed","Thu Sep 25 10:21:17 IST 2025","TestCalculations","Calculation_test","",""
"","44272","Calculation Testing | Scenario=S17 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:15:13 IST 2025","broken","Thu Sep 25 17:15:57 IST 2025","TestCalculations","Calculation_test","",""
"","9865","Calculation Testing | Scenario=S8 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:49:43 IST 2025","failed","Thu Sep 25 12:49:53 IST 2025","TestCalculations","Calculation_test","",""
"","19092","Calculation Testing | Scenario=S6 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:23:22 IST 2025","passed","Thu Sep 25 12:23:42 IST 2025","TestCalculations","Calculation_test","",""
"","24301","Calculation Testing | Scenario=S20 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:24:15 IST 2025","broken","Thu Sep 25 17:24:39 IST 2025","TestCalculations","Calculation_test","",""
"","18515","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:37:52 IST 2025","passed","Thu Sep 25 14:38:10 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","15974","Calculation Testing | Scenario=S4 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:11:13 IST 2025","passed","Thu Sep 25 11:11:29 IST 2025","TestCalculations","Calculation_test","",""
"","17619","Calculation Testing | Scenario=S8 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:47:40 IST 2025","passed","Thu Sep 25 12:47:57 IST 2025","TestCalculations","Calculation_test","",""
"","19237","Calculation Testing | Scenario=S14 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:54:37 IST 2025","passed","Thu Sep 25 14:54:56 IST 2025","TestCalculations","Calculation_test","",""
"","18740","Calculation Testing | Scenario=S13 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:38:58 IST 2025","passed","Thu Sep 25 14:39:17 IST 2025","TestCalculations","Calculation_test","",""
"","37745","Calculation Testing | Scenario=S14 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:00:06 IST 2025","broken","Thu Sep 25 15:00:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18688","Calculation Testing | Scenario=S3 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:59:18 IST 2025","passed","Thu Sep 25 10:59:37 IST 2025","TestCalculations","Calculation_test","",""
"","16855","Calculation Testing | Scenario=S12 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:23:26 IST 2025","passed","Thu Sep 25 14:23:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","6919","Calculation Testing | Scenario=S3 | Mode=RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:00:14 IST 2025","broken","Thu Sep 25 11:00:21 IST 2025","TestCalculations","Calculation_test","",""
"","16853","Calculation Testing | Scenario=S14 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:56:11 IST 2025","passed","Thu Sep 25 14:56:28 IST 2025","TestCalculations","Calculation_test","",""
"","18824","Calculation Testing | Scenario=S7 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:43:33 IST 2025","passed","Thu Sep 25 12:43:51 IST 2025","TestCalculations","Calculation_test","",""
"","18404","Calculation Testing | Scenario=S12 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:27:47 IST 2025","passed","Thu Sep 25 14:28:05 IST 2025","TestCalculations","Calculation_test","",""
"","0","test_calculation_amount[S19-UPI-5001-10000-6000-DJ050-STAGING]","testCases","Thu Sep 25 17:24:29 IST 2025","broken","Thu Sep 25 17:24:29 IST 2025","TestCalculations","Calculation_test","",""
"","16922","Calculation Testing | Scenario=S9 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:10:06 IST 2025","passed","Thu Sep 25 13:10:23 IST 2025","TestCalculations","Calculation_test","",""
"","27752","Calculation Testing | Scenario=S20 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:24:15 IST 2025","broken","Thu Sep 25 17:24:43 IST 2025","TestCalculations","Calculation_test","",""
"","17816","Calculation Testing | Scenario=S10 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:20:59 IST 2025","passed","Thu Sep 25 13:21:17 IST 2025","TestCalculations","Calculation_test","",""
"","10358","Calculation Testing | Scenario=S16 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:42:21 IST 2025","broken","Thu Sep 25 15:42:31 IST 2025","TestCalculations","Calculation_test","",""
"","18441","Calculation Testing | Scenario=S13 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:45:31 IST 2025","passed","Thu Sep 25 14:45:49 IST 2025","TestCalculations","Calculation_test","",""
"","7555","Calculation Testing | Scenario=S8 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:54:14 IST 2025","failed","Thu Sep 25 12:54:22 IST 2025","TestCalculations","Calculation_test","",""
"","48061","Calculation Testing | Scenario=S18 | Mode=RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:17:12 IST 2025","broken","Thu Sep 25 17:18:00 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18512","Calculation Testing | Scenario=S3 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:00:56 IST 2025","passed","Thu Sep 25 11:01:14 IST 2025","TestCalculations","Calculation_test","",""
"","19504","Calculation Testing | Scenario=S8 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 12:51:38 IST 2025","passed","Thu Sep 25 12:51:58 IST 2025","TestCalculations","Calculation_test","",""
"","17502","Calculation Testing | Scenario=S7 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:36:43 IST 2025","passed","Thu Sep 25 12:37:00 IST 2025","TestCalculations","Calculation_test","",""
"","0","test_calculation_amount[S17-NEFT/RTGS-1001-5000-1200-DJ050-STAGING]","testCases","Thu Sep 25 17:12:29 IST 2025","broken","Thu Sep 25 17:12:29 IST 2025","TestCalculations","Calculation_test","",""
"","16109","Calculation Testing | Scenario=S12 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:26:16 IST 2025","passed","Thu Sep 25 14:26:33 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16901","Calculation Testing | Scenario=S3 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:02:09 IST 2025","passed","Thu Sep 25 11:02:26 IST 2025","TestCalculations","Calculation_test","",""
"","19018","Calculation Testing | Scenario=S9 | Mode=Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:01:57 IST 2025","passed","Thu Sep 25 13:02:16 IST 2025","TestCalculations","Calculation_test","",""
"","17611","Calculation Testing | Scenario=S9 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:15:27 IST 2025","passed","Thu Sep 25 13:15:45 IST 2025","TestCalculations","Calculation_test","",""
"","18112","Calculation Testing | Scenario=S13 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:42:58 IST 2025","passed","Thu Sep 25 14:43:16 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16391","Calculation Testing | Scenario=S3 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:02:34 IST 2025","passed","Thu Sep 25 11:02:51 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","6904","Calculation Testing | Scenario=S2 | Mode=RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:45:55 IST 2025","broken","Thu Sep 25 10:46:02 IST 2025","TestCalculations","Calculation_test","",""
"","16560","Calculation Testing | Scenario=S11 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:47:30 IST 2025","passed","Thu Sep 25 13:47:47 IST 2025","TestCalculations","Calculation_test","",""
"","18326","Calculation Testing | Scenario=S14 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:48:37 IST 2025","passed","Thu Sep 25 14:48:55 IST 2025","TestCalculations","Calculation_test","",""
"","8536","Calculation Testing | Scenario=S13 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:38:43 IST 2025","failed","Thu Sep 25 14:38:52 IST 2025","TestCalculations","Calculation_test","",""
"","17078","Calculation Testing | Scenario=S14 | Mode=Net Banking | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:50:39 IST 2025","passed","Thu Sep 25 14:50:56 IST 2025","TestCalculations","Calculation_test","",""
"","12036","Calculation Testing | Scenario=S16 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:42:11 IST 2025","failed","Thu Sep 25 15:42:23 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16316","Calculation Testing | Scenario=S5 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 11:25:01 IST 2025","passed","Thu Sep 25 11:25:17 IST 2025","TestCalculations","Calculation_test","",""
"","36930","Calculation Testing | Scenario=S13 | Mode=RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:44:04 IST 2025","broken","Thu Sep 25 14:44:41 IST 2025","TestCalculations","Calculation_test","",""
"","19182","Calculation Testing | Scenario=S8 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:58:13 IST 2025","passed","Thu Sep 25 12:58:32 IST 2025","TestCalculations","Calculation_test","",""
"","16843","Calculation Testing | Scenario=S14 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:55:48 IST 2025","passed","Thu Sep 25 14:56:05 IST 2025","TestCalculations","Calculation_test","",""
"","47722","Calculation Testing | Scenario=S18 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:15:06 IST 2025","broken","Thu Sep 25 17:15:54 IST 2025","TestCalculations","Calculation_test","",""
"","30206","Calculation Testing | Scenario=S18 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:14:19 IST 2025","broken","Thu Sep 25 17:14:49 IST 2025","TestCalculations","Calculation_test","",""
"","11227","Calculation Testing | Scenario=S13 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 14:35:14 IST 2025","failed","Thu Sep 25 14:35:25 IST 2025","TestCalculations","Calculation_test","",""
"","18616","Calculation Testing | Scenario=S14 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:49:25 IST 2025","passed","Thu Sep 25 14:49:43 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","17039","Calculation Testing | Scenario=S4 | Mode=NEFT/RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 11:08:08 IST 2025","passed","Thu Sep 25 11:08:25 IST 2025","TestCalculations","Calculation_test","",""
"","16696","Calculation Testing | Scenario=S15 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:17:03 IST 2025","passed","Thu Sep 25 15:17:19 IST 2025","TestCalculations","Calculation_test","",""
"","48569","Calculation Testing | Scenario=S18 | Mode=NEFT/RTGS | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 17:15:05 IST 2025","broken","Thu Sep 25 17:15:54 IST 2025","TestCalculations","Calculation_test","",""
"","20062","Calculation Testing | Scenario=S16 | Mode=RuPay Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:42:10 IST 2025","passed","Thu Sep 25 15:42:30 IST 2025","TestCalculations","Calculation_test","",""
"","16447","Calculation Testing | Scenario=S12 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:31:53 IST 2025","passed","Thu Sep 25 14:32:10 IST 2025","TestCalculations","Calculation_test","",""
"","17392","Calculation Testing | Scenario=S10 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:32:12 IST 2025","passed","Thu Sep 25 13:32:29 IST 2025","TestCalculations","Calculation_test","",""
"","16838","Calculation Testing | Scenario=S7 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:38:51 IST 2025","passed","Thu Sep 25 12:39:07 IST 2025","TestCalculations","Calculation_test","",""
"","17173","Calculation Testing | Scenario=S11 | Mode=Cash | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 13:36:57 IST 2025","passed","Thu Sep 25 13:37:14 IST 2025","TestCalculations","Calculation_test","",""
"","42198","Calculation Testing | Scenario=S19 | Mode=RuPay Credit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:23:26 IST 2025","broken","Thu Sep 25 17:24:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","19105","Calculation Testing | Scenario=S3 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:50:44 IST 2025","passed","Thu Sep 25 10:51:03 IST 2025","TestCalculations","Calculation_test","",""
"","17250","Calculation Testing | Scenario=S8 | Mode=UPI INTENT | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:59:24 IST 2025","passed","Thu Sep 25 12:59:41 IST 2025","TestCalculations","Calculation_test","",""
"","20333","Calculation Testing | Scenario=S8 | Mode=RuPay Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:54:29 IST 2025","passed","Thu Sep 25 12:54:50 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18766","Calculation Testing | Scenario=S3 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 10:53:05 IST 2025","passed","Thu Sep 25 10:53:24 IST 2025","TestCalculations","Calculation_test","",""
"","19531","Calculation Testing | Scenario=S14 | Mode=UPI | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:54:12 IST 2025","passed","Thu Sep 25 14:54:31 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18660","Calculation Testing | Scenario=S5 | Mode=Debit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:17:30 IST 2025","passed","Thu Sep 25 11:17:49 IST 2025","TestCalculations","Calculation_test","",""
"","17447","Calculation Testing | Scenario=S9 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:05:38 IST 2025","passed","Thu Sep 25 13:05:56 IST 2025","TestCalculations","Calculation_test","",""
"","18885","Calculation Testing | Scenario=S10 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:31:22 IST 2025","passed","Thu Sep 25 13:31:41 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16992","Calculation Testing | Scenario=S4 | Mode=Cash | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:07:23 IST 2025","passed","Thu Sep 25 11:07:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16152","Calculation Testing | Scenario=S3 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:51:09 IST 2025","passed","Thu Sep 25 10:51:25 IST 2025","TestCalculations","Calculation_test","",""
"","17058","Calculation Testing | Scenario=S9 | Mode=Net Banking | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:04:02 IST 2025","passed","Thu Sep 25 13:04:19 IST 2025","TestCalculations","Calculation_test","",""
"","18419","Calculation Testing | Scenario=S11 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:35:02 IST 2025","passed","Thu Sep 25 13:35:20 IST 2025","TestCalculations","Calculation_test","",""
"","18527","Calculation Testing | Scenario=S12 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:23:49 IST 2025","passed","Thu Sep 25 14:24:08 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18367","Calculation Testing | Scenario=S3 | Mode=RuPay Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:01:21 IST 2025","passed","Thu Sep 25 11:01:39 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16310","Calculation Testing | Scenario=S2 | Mode=Net Banking | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:37:27 IST 2025","passed","Thu Sep 25 10:37:43 IST 2025","TestCalculations","Calculation_test","",""
"","19063","Calculation Testing | Scenario=S6 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:14:53 IST 2025","passed","Thu Sep 25 12:15:12 IST 2025","TestCalculations","Calculation_test","",""
"","37579","Calculation Testing | Scenario=S15 | Mode=RTGS | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:14:17 IST 2025","broken","Thu Sep 25 15:14:54 IST 2025","TestCalculations","Calculation_test","",""
"","18184","Calculation Testing | Scenario=S12 | Mode=RuPay Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:31:07 IST 2025","passed","Thu Sep 25 14:31:25 IST 2025","TestCalculations","Calculation_test","",""
"","18992","Calculation Testing | Scenario=S10 | Mode=RuPay Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:28:04 IST 2025","passed","Thu Sep 25 13:28:23 IST 2025","TestCalculations","Calculation_test","",""
"","36464","Calculation Testing | Scenario=S12 | Mode=RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 14:28:36 IST 2025","broken","Thu Sep 25 14:29:13 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16888","Calculation Testing | Scenario=S1 | Mode=BHIM UPI QR | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 10:29:15 IST 2025","passed","Thu Sep 25 10:29:32 IST 2025","TestCalculations","Calculation_test","",""
"","16365","Calculation Testing | Scenario=S11 | Mode=Wallet | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:40:07 IST 2025","passed","Thu Sep 25 13:40:23 IST 2025","TestCalculations","Calculation_test","",""
"","18651","Calculation Testing | Scenario=S6 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 12:12:45 IST 2025","passed","Thu Sep 25 12:13:03 IST 2025","TestCalculations","Calculation_test","",""
"","11052","Calculation Testing | Scenario=S16 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 15:42:11 IST 2025","failed","Thu Sep 25 15:42:22 IST 2025","TestCalculations","Calculation_test","",""
"","19036","Calculation Testing | Scenario=S13 | Mode=Debit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 14:33:35 IST 2025","passed","Thu Sep 25 14:33:54 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16077","Calculation Testing | Scenario=S4 | Mode=BHIM UPI QR | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:11:56 IST 2025","passed","Thu Sep 25 11:12:12 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","16517","Calculation Testing | Scenario=S2 | Mode=UPI INTENT | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 10:47:57 IST 2025","passed","Thu Sep 25 10:48:14 IST 2025","TestCalculations","Calculation_test","",""
"","16736","Calculation Testing | Scenario=S6 | Mode=UPI INTENT | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:28:12 IST 2025","passed","Thu Sep 25 12:28:29 IST 2025","TestCalculations","Calculation_test","",""
"","19921","Calculation Testing | Scenario=S15 | Mode=Debit Card | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 15:03:20 IST 2025","passed","Thu Sep 25 15:03:40 IST 2025","TestCalculations","Calculation_test","",""
"Test the cancel transaction button functionality.","18504","Calculation Testing | Scenario=S5 | Mode=Credit Card | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 11:18:50 IST 2025","passed","Thu Sep 25 11:19:08 IST 2025","TestCalculations","Calculation_test","",""
"","39363","Calculation Testing | Scenario=S10 | Mode=UPI | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 13:23:11 IST 2025","passed","Thu Sep 25 13:23:50 IST 2025","TestCalculations","Calculation_test","",""
"","18776","Calculation Testing | Scenario=S9 | Mode=UPI | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 13:07:42 IST 2025","passed","Thu Sep 25 13:08:01 IST 2025","TestCalculations","Calculation_test","",""
"","54532","Calculation Testing | Scenario=S18 | Mode=NEFT/RTGS | Slab=1-1000 | Amount=100","testCases","Thu Sep 25 17:10:46 IST 2025","broken","Thu Sep 25 17:11:40 IST 2025","TestCalculations","Calculation_test","",""
"","17658","Calculation Testing | Scenario=S7 | Mode=Wallet | Slab=5001-10000 | Amount=6000","testCases","Thu Sep 25 12:37:35 IST 2025","passed","Thu Sep 25 12:37:53 IST 2025","TestCalculations","Calculation_test","",""
"","25291","Calculation Testing | Scenario=S16 | Mode=Credit Card | Slab=1001-5000 | Amount=1200","testCases","Thu Sep 25 15:40:39 IST 2025","passed","Thu Sep 25 15:41:04 IST 2025","TestCalculations","Calculation_test","",""
